Hostname,Distro,CVE ID,Compliance ID,Type,Severity,Package Name,Package Version,Package License,CVSS,Vendor status,Description,Cause
localhost,Ubuntu-bionic,CVE-2018-5738,46,image,medium,"bind9 (used in bind9-host, libdns-export162, liblwres141, dnsutils, libisc160, libbind9-140, libdns162, libisc-export160, libisccfg140, libisccc140)",1:9.10.3.dfsg.P4-8ubuntu1.11,,7.50,fixed in 1:9.11.3+dfsg-1ubuntu1.1,"Change #4777 (introduced in October 2017) introduced an unforeseen issue in releases which were issued after that date, affecting which clients are permitted to make recursive queries to a BIND nameserver. The intended (and documented) behavior is that if an operator has not specified a value for the \""allow-recursion\"" setting, it SHOULD default to one of the following: none, if \""recursion no;\"" is set in named.conf; a value inherited from the \""allow-query-cache\"" or \""allow-query\"" settings IF \""recursion yes;\"" (the default for that setting) AND match lists are explicitly set for \""allow-query-cache\"" or \""allow-query\"" (see the BIND9 Administrative Reference Manual section 6.2 for more details); or the intended default of \""allow-recursion {localhost; localnets;};\"" if \""recursion yes;\"" is in effect and no values are explicitly set for \""allow-query-cache\"" or \""allow-query\"". However, because of the regression introduced by change #4777, it is possible when \""recursion yes;\"" is in effect and no match list values are provided for \""allow-query-cache\"" or \""allow-query\"" for the setting of \""allow-recursion\"" to inherit a setting of all hosts from the \""allow-query\"" setting default, improperly permitting recursion to all clients. Affects BIND 9.9.12, 9.10.7, 9.11.3, 9.12.0->9.12.1-P2, the development release 9.13.0, and also releases 9.9.12-S1, 9.10.7-S1, 9.11.3-S1, and 9.11.3-S2 from BIND 9 Supported",
localhost,Ubuntu-bionic,CVE-2018-5740,46,image,medium,"bind9 (used in bind9-host, libdns-export162, liblwres141, dnsutils, libisc160, libbind9-140, libdns162, libisc-export160, libisccfg140, libisccc140)",1:9.10.3.dfsg.P4-8ubuntu1.11,,7.50,fixed in 1:9.11.3+dfsg-1ubuntu1.2,"\""deny-answer-aliases\"" is a little-used feature intended to help recursive server operators protect end users against DNS rebinding attacks, a potential method of circumventing the security model used by client browsers. However, a defect in this feature makes it easy, when the feature is in use, to experience an assertion failure in name.c. Affects BIND 9.7.0->9.8.8, 9.9.0->9.9.13, 9.10.0->9.10.8, 9.11.0->9.11.4, 9.12.0->9.12.2, 9.13.0->9.13.2.",
localhost,Ubuntu-bionic,CVE-2018-5743,46,image,medium,"bind9 (used in bind9-host, libdns-export162, liblwres141, dnsutils, libisc160, libbind9-140, libdns162, libisc-export160, libisccfg140, libisccc140)",1:9.10.3.dfsg.P4-8ubuntu1.11,,0.00,fixed in 1:9.11.3+dfsg-1ubuntu1.7,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
localhost,Ubuntu-bionic,CVE-2018-5744,46,image,medium,"bind9 (used in bind9-host, libdns-export162, liblwres141, dnsutils, libisc160, libbind9-140, libdns162, libisc-export160, libisccfg140, libisccc140)",1:9.10.3.dfsg.P4-8ubuntu1.11,,0.00,fixed in 1:9.11.3+dfsg-1ubuntu1.5,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
localhost,Ubuntu-bionic,CVE-2018-5745,46,image,medium,"bind9 (used in bind9-host, libdns-export162, liblwres141, dnsutils, libisc160, libbind9-140, libdns162, libisc-export160, libisccfg140, libisccc140)",1:9.10.3.dfsg.P4-8ubuntu1.11,,0.00,fixed in 1:9.11.3+dfsg-1ubuntu1.5,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
localhost,Ubuntu-bionic,CVE-2019-6465,46,image,medium,"bind9 (used in bind9-host, libdns-export162, liblwres141, dnsutils, libisc160, libbind9-140, libdns162, libisc-export160, libisccfg140, libisccc140)",1:9.10.3.dfsg.P4-8ubuntu1.11,,0.00,fixed in 1:9.11.3+dfsg-1ubuntu1.5,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
localhost,Ubuntu-bionic,CVE-2012-6655,46,image,low,"accountsservice (used in libaccountsservice0, accountsservice)",0.6.45-1ubuntu1,,0.00,deferred,passes (encrypted) passwords as commandline arguments,
localhost,Ubuntu-bionic,CVE-2018-14036,46,image,low,"accountsservice (used in libaccountsservice0, accountsservice)",0.6.45-1ubuntu1,,6.50,needed,Directory Traversal with ../ sequences occurs in AccountsService before 0.6.50 because of an insufficient path check in user_change_icon_file_authorized_cb() in user.c.,
localhost,Ubuntu-bionic,CVE-2015-9019,46,image,low,libxslt (used in libxslt1.1),1.1.29-5ubuntu0.1,,5.30,deferred,"In libxslt 1.1.29 and earlier, the EXSLT math.random function was not initialized with a random seed during startup, which could cause usage of this function to produce predictable outputs.",
localhost,Ubuntu-bionic,CVE-2016-5388,46,image,low,tomcat7 (used in libservlet3.0-java),7.0.78-1,,8.10,needed,"Apache Tomcat 7.x through 7.0.70 and 8.x through 8.5.4, when the CGI Servlet is enabled, follows RFC 3875 section 4.1.18 and therefore does not protect applications from the presence of untrusted client data in the HTTP_PROXY environment variable, which might allow remote attackers to redirect an application\'s outbound HTTP traffic to an arbitrary proxy server via a crafted Proxy header in an HTTP request, aka an \""httpoxy\"" issue. NOTE: the vendor states \""A mitigation is planned for future releases of Tomcat, tracked as CVE-2016-5388\""; in other words, this is not a CVE ID for a vulnerability.",
localhost,Ubuntu-bionic,CVE-2017-12616,46,image,medium,tomcat7 (used in libservlet3.0-java),7.0.78-1,,7.50,needed,When using a VirtualDirContext with Apache Tomcat 7.0.0 to 7.0.80 it was possible to bypass security constraints and/or view the source code of JSPs for resources served by the VirtualDirContext using a specially crafted request.,
localhost,Ubuntu-bionic,CVE-2017-12617,46,image,medium,tomcat7 (used in libservlet3.0-java),7.0.78-1,,8.10,needed,"When running Apache Tomcat versions 9.0.0.M1 to 9.0.0, 8.5.0 to 8.5.22, 8.0.0.RC1 to 8.0.46 and 7.0.0 to 7.0.81 with HTTP PUTs enabled (e.g. via setting the readonly initialisation parameter of the Default servlet to false) it was possible to upload a JSP file to the server via a specially crafted request. This JSP could then be requested and any code it contained would be executed by the server.",
localhost,Ubuntu-bionic,CVE-2018-11784,46,image,medium,tomcat7 (used in libservlet3.0-java),7.0.78-1,,4.30,needed,"When the default servlet in Apache Tomcat versions 9.0.0.M1 to 9.0.11, 8.5.0 to 8.5.33 and 7.0.23 to 7.0.90 returned a redirect to a directory (e.g. redirecting to \'/foo/\' when the user requested \'/foo\') a specially crafted URL could be used to cause the redirect to be generated to any URI of the attackers choice.",
localhost,Ubuntu-bionic,CVE-2018-14048,46,image,low,libpng1.6 (used in libpng16-16),1.6.34-1ubuntu0.18.04.2,,6.50,needed,"An issue has been found in libpng 1.6.34. It is a SEGV in the function png_free_data in png.c, related to the recommended error handling for png_read_image.",
localhost,Ubuntu-bionic,CVE-2012-2663,46,image,low,iptables (used in libip4tc0),1.6.1-2ubuntu2,,7.50,needed,"extensions/libxt_tcp.c in iptables through 1.4.21 does not match TCP SYN+FIN packets in --syn rules, which might allow remote attackers to bypass intended firewall restrictions via crafted packets.  NOTE: the CVE-2012-6638 fix makes this issue less relevant.",
localhost,Ubuntu-bionic,CVE-2019-6293,46,image,low,flex (used in libfl-dev),2.6.0-11,,5.50,needed,An issue was discovered in the function mark_beginning_as_normal in nfa.c in flex 2.6.4. There is a stack exhaustion problem caused by the mark_beginning_as_normal function making recursive calls to itself in certain scenarios involving lots of \'*\' characters. Remote attackers could leverage this vulnerability to cause a denial-of-service.,
localhost,Ubuntu-bionic,CVE-2018-15686,46,image,medium,systemd (used in systemd-sysv),229-4ubuntu21.10,,9.80,fixed in 237-3ubuntu10.6,A vulnerability in unit_deserialize of systemd allows an attacker to supply arbitrary state across systemd re-execution via NotifyAccess. This can be used to improperly influence systemd execution and possibly lead to root privilege escalation. Affected releases are systemd versions up to and including 239.,
localhost,Ubuntu-bionic,CVE-2018-15687,46,image,medium,systemd (used in systemd-sysv),229-4ubuntu21.10,,4.70,fixed in 237-3ubuntu10.6,A race condition in chown_one() of systemd allows an attacker to cause systemd to set arbitrary permissions on arbitrary files. Affected releases are systemd versions up to and including 239.,
localhost,Ubuntu-bionic,CVE-2018-15688,46,image,medium,systemd (used in systemd-sysv),229-4ubuntu21.10,,9.80,fixed in 237-3ubuntu10.4,A buffer overflow vulnerability in the dhcp6 client of systemd allows a malicious dhcp6 server to overwrite heap memory in systemd-networkd. Affected releases are systemd: versions up to and including 239.,
localhost,Ubuntu-bionic,CVE-2018-16864,46,image,high,systemd (used in systemd-sysv),229-4ubuntu21.10,,7.80,fixed in 237-3ubuntu10.11,"An allocation of memory without limits, that could result in the stack clashing with another memory region, was discovered in systemd-journald when a program with long command line arguments calls syslog. A local attacker may use this flaw to crash systemd-journald or escalate his privileges. Versions through v240 are vulnerable.",
localhost,Ubuntu-bionic,CVE-2018-16865,46,image,high,systemd (used in systemd-sysv),229-4ubuntu21.10,,7.80,fixed in 237-3ubuntu10.11,"An allocation of memory without limits, that could result in the stack clashing with another memory region, was discovered in systemd-journald when many entries are sent to the journal socket. A local attacker, or a remote one if systemd-journal-remote is used, may use this flaw to crash systemd-journald or execute code with journald privileges. Versions through v240 are vulnerable.",
localhost,Ubuntu-bionic,CVE-2018-16866,46,image,medium,systemd (used in systemd-sysv),229-4ubuntu21.10,,3.30,fixed in 237-3ubuntu10.11,An out of bounds read was discovered in systemd-journald in the way it parses log messages that terminate with a colon \':\'. A local attacker can use this flaw to disclose process memory data. Versions from v221 to v239 are vulnerable.,
localhost,Ubuntu-bionic,CVE-2018-6954,46,image,medium,systemd (used in systemd-sysv),229-4ubuntu21.10,,7.80,fixed in 237-3ubuntu10.9,"systemd-tmpfiles in systemd through 237 mishandles symlinks present in non-terminal path components, which allows local users to obtain ownership of arbitrary files via vectors involving creation of a directory and a file under that directory, and later replacing that directory with a symlink. This occurs even if the fs.protected_symlinks sysctl is turned on.",
localhost,Ubuntu-bionic,CVE-2019-3842,46,image,medium,systemd (used in systemd-sysv),229-4ubuntu21.10,,7.00,fixed in 237-3ubuntu10.19,"In systemd before v242-rc4, it was discovered that pam_systemd does not properly sanitize the environment before using the XDG_SEAT variable. It is possible for an attacker, in some particular configurations, to set a XDG_SEAT environment variable which allows for commands to be checked against polkit policies using the \""allow_active\"" element rather than \""allow_any\"".",
localhost,Ubuntu-bionic,CVE-2019-3843,46,image,low,systemd (used in systemd-sysv),229-4ubuntu21.10,,7.80,needed,"It was discovered that a systemd service that uses DynamicUser property can create a SUID/SGID binary that would be allowed to run as the transient service UID/GID even after the service is terminated. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the UID/GID will be recycled.",
localhost,Ubuntu-bionic,CVE-2019-3844,46,image,low,systemd (used in systemd-sysv),229-4ubuntu21.10,,7.80,needed,"It was discovered that a systemd service that uses DynamicUser property can get new privileges through the execution of SUID binaries, which would allow to create binaries owned by the service transient group with the setgid bit set. A local attacker may use this flaw to access resources that will be owned by a potentially different service in the future, when the GID will be recycled.",
localhost,Ubuntu-bionic,CVE-2019-6454,46,image,medium,systemd (used in systemd-sysv),229-4ubuntu21.10,,5.50,fixed in 237-3ubuntu10.13,"An issue was discovered in sd-bus in systemd 239. bus_process_object() in libsystemd/sd-bus/bus-objects.c allocates a variable-length stack buffer for temporarily storing the object path of incoming D-Bus messages. An unprivileged local user can exploit this by sending a specially crafted message to PID1, causing the stack pointer to jump over the stack guard pages into an unmapped memory region and trigger a denial of service (systemd PID1 crash and kernel panic).",
localhost,Ubuntu-bionic,CVE-2018-20839,46,image,medium,systemd (used in systemd-sysv),229-4ubuntu21.10,,9.80,needed,"systemd 242 changes the VT1 mode upon a logout, which allows attackers to read cleartext passwords in certain circumstances, such as watching a shutdown, or using Ctrl-Alt-F1 and Ctrl-Alt-F2. This occurs because the KDGKBMODE (aka current keyboard mode) check is mishandled.",
localhost,Ubuntu-bionic,CVE-2017-3144,46,image,low,isc-dhcp (used in isc-dhcp-client),4.3.3-5ubuntu12.10,,7.50,fixed in 4.3.5-3ubuntu5,"A vulnerability stemming from failure to properly clean up closed OMAPI connections can lead to exhaustion of the pool of socket descriptors available to the DHCP server. Affects ISC DHCP 4.1.0 to 4.1-ESV-R15, 4.2.0 to 4.2.8, 4.3.0 to 4.3.6. Older versions may also be affected but are well beyond their end-of-life (EOL). Releases prior to 4.1.0 have not been tested.",
localhost,Ubuntu-bionic,CVE-2018-5732,46,image,medium,isc-dhcp (used in isc-dhcp-client),4.3.3-5ubuntu12.10,,0.00,fixed in 4.3.5-3ubuntu5,"The Dynamic Host Configuration Protocol (DHCP) is a protocol that allows individual devices on an IP network to get their own network configuration information, including an IP address, a subnet mask, and a broadcast address. The dhcp packages provide a relay agent and ISC DHCP service required to enable and administer DHCP on a network.  Security Fix(es):  * dhcp: Buffer overflow in dhclient possibly allowing code execution triggered by malicious server (CVE-2018-5732)  * dhcp: Reference count overflow in dhcpd allows denial of service (CVE-2018-5733)  For more details about the security issue(s), including the impact, a CVSS score, and other related information, refer to the CVE page(s) listed in the References section.  Red Hat would like to thank ISC for reporting these issues. Upstream acknowledges Felix Wilhelm (Google) as the original reporter of these issues.",
localhost,Ubuntu-bionic,CVE-2018-5733,46,image,medium,isc-dhcp (used in isc-dhcp-client),4.3.3-5ubuntu12.10,,7.50,fixed in 4.3.5-3ubuntu5,"A malicious client which is allowed to send very large amounts of traffic (billions of packets) to a DHCP server can eventually overflow a 32-bit reference counter, potentially causing dhcpd to crash. Affects ISC DHCP 4.1.0 -> 4.1-ESV-R15, 4.2.0 -> 4.2.8, 4.3.0 -> 4.3.6, 4.4.0.",
localhost,Ubuntu-bionic,CVE-2019-6470,46,image,medium,isc-dhcp (used in isc-dhcp-client),4.3.3-5ubuntu12.10,,0.00,fixed in 4.3.5-3ubuntu7.1,"<div class=""field field-name-field-cve-details-text field-type-text-long field-label-hidden "">",
localhost,Ubuntu-bionic,CVE-2017-15906,46,image,low,"openssh (used in openssh-server, openssh-client, openssh-sftp-server)",1:7.2p2-4ubuntu2.6,,5.30,fixed in 1:7.6p1-4,"The process_open function in sftp-server.c in OpenSSH before 7.6 does not properly prevent write operations in readonly mode, which allows attackers to create zero-length files.",
localhost,Ubuntu-bionic,CVE-2018-15473,46,image,low,"openssh (used in openssh-server, openssh-client, openssh-sftp-server)",1:7.2p2-4ubuntu2.6,,5.30,fixed in 1:7.6p1-4ubuntu0.1,"OpenSSH through 7.7 is prone to a user enumeration vulnerability due to not delaying bailout for an invalid authenticating user until after the packet containing the request has been fully parsed, related to auth2-gss.c, auth2-hostbased.c, and auth2-pubkey.c.",
localhost,Ubuntu-bionic,CVE-2018-15919,46,image,low,"openssh (used in openssh-server, openssh-client, openssh-sftp-server)",1:7.2p2-4ubuntu2.6,,5.30,deferred,"Remotely observable behaviour in auth-gss2.c in OpenSSH through 7.8 could be used by remote attackers to detect existence of users on a target system when GSS2 is in use. NOTE: the discoverer states \'We understand that the OpenSSH developers do not want to treat such a username enumeration (or \""oracle\"") as a vulnerability.\'",
localhost,Ubuntu-bionic,CVE-2018-20685,46,image,medium,"openssh (used in openssh-server, openssh-client, openssh-sftp-server)",1:7.2p2-4ubuntu2.6,,5.30,fixed in 1:7.6p1-4ubuntu0.2,"In OpenSSH 7.9, scp.c in the scp client allows remote SSH servers to bypass intended access restrictions via the filename of . or an empty filename. The impact is modifying the permissions of the target directory on the client side.",
localhost,Ubuntu-bionic,CVE-2019-6109,46,image,medium,"openssh (used in openssh-server, openssh-client, openssh-sftp-server)",1:7.2p2-4ubuntu2.6,,6.80,fixed in 1:7.6p1-4ubuntu0.2,"An issue was discovered in OpenSSH 7.9. Due to missing character encoding in the progress display, a malicious server (or Man-in-The-Middle attacker) can employ crafted object names to manipulate the client output, e.g., by using ANSI control codes to hide additional files being transferred. This affects refresh_progress_meter() in progressmeter.c.",
localhost,Ubuntu-bionic,CVE-2019-6110,46,image,low,"openssh (used in openssh-server, openssh-client, openssh-sftp-server)",1:7.2p2-4ubuntu2.6,,6.80,deferred,"In OpenSSH 7.9, due to accepting and displaying arbitrary stderr output from the server, a malicious server (or Man-in-The-Middle attacker) can manipulate the client output, for example to use ANSI control codes to hide additional files being transferred.",
localhost,Ubuntu-bionic,CVE-2019-6111,46,image,low,"openssh (used in openssh-server, openssh-client, openssh-sftp-server)",1:7.2p2-4ubuntu2.6,,5.90,fixed in 1:7.6p1-4ubuntu0.3,"An issue was discovered in OpenSSH 7.9. Due to the scp implementation being derived from 1983 rcp, the server chooses which files/directories are sent to the client. However, the scp client only performs cursory validation of the object name returned (only directory traversal attacks are prevented). A malicious scp server (or Man-in-The-Middle attacker) can overwrite arbitrary files in the scp client target directory. If recursive operation (-r) is performed, the server can manipulate subdirectories as well (for example, to overwrite the .ssh/authorized_keys file).",
localhost,Ubuntu-bionic,CVE-2012-0039,46,image,low,"glib2.0 (used in libglib2.0-dev, libglib2.0-data, libglib2.0-0, libglib2.0-bin, libglib2.0-dev-bin)",2.56.4-0ubuntu0.18.04.2,,5.00,needed,"** DISPUTED ** GLib 2.31.8 and earlier, when the g_str_hash function is used, computes hash values without restricting the ability to trigger hash collisions predictably, which allows context-dependent attackers to cause a denial of service (CPU consumption) via crafted input to an application that maintains a hash table.  NOTE: this issue may be disputed by the vendor; the existence of the g_str_hash function is not a vulnerability in the library, because callers of g_hash_table_new and g_hash_table_new_full can specify an arbitrary hash function that is appropriate for the application.",
localhost,Ubuntu-bionic,CVE-2016-4484,46,image,low,cryptsetup (used in libcryptsetup4),2:1.6.6-5ubuntu2.1,,6.80,needed,The Debian initrd script for the cryptsetup package 2:1.7.3-2 and earlier allows physically proximate attackers to gain shell access via many log in attempts with an invalid password.,
localhost,Ubuntu-bionic,CVE-2016-7947,46,image,low,"libxrandr (used in libxrandr-dev, libxrandr2)",2:1.5.1-1,,9.80,needed,Multiple integer overflows in X.org libXrandr before 1.5.1 allow remote X servers to trigger out-of-bounds write operations via a crafted response.,
localhost,Ubuntu-bionic,CVE-2016-7948,46,image,low,"libxrandr (used in libxrandr-dev, libxrandr2)",2:1.5.1-1,,9.80,needed,X.org libXrandr before 1.5.1 allows remote X servers to trigger out-of-bounds write operations by leveraging mishandling of reply data.,
localhost,Ubuntu-bionic,CVE-2016-4484,46,image,low,"cryptsetup (used in libcryptsetup12, cryptsetup-bin, cryptsetup)",2:2.0.2-1ubuntu1.1,,6.80,needed,The Debian initrd script for the cryptsetup package 2:1.7.3-2 and earlier allows physically proximate attackers to gain shell access via many log in attempts with an invalid password.,
localhost,Ubuntu-bionic,CVE-2019-5010,46,image,low,"python2.7 (used in libpython2.7, libpython2.7-stdlib, python2.7-minimal, libpython2.7-minimal, python2.7-dev, libpython2.7-dev, python2.7)",2.7.15~rc1-1ubuntu0.1,,0.00,needed,"      a null pointer dereference vulnerability was found in the certificate parsing code in python. this causes a denial of service to applications when parsing specially crafted certificates. this vulnerability is unlikely to be triggered if application enables ssl/tls certificate validation and accepts certificates only from trusted root certificate authorities.",
localhost,Ubuntu-bionic,CVE-2019-9636,46,image,medium,"python2.7 (used in libpython2.7, libpython2.7-stdlib, python2.7-minimal, libpython2.7-minimal, python2.7-dev, libpython2.7-dev, python2.7)",2.7.15~rc1-1ubuntu0.1,,9.80,needed,"Python 2.7.x through 2.7.16 and 3.x through 3.7.2 is affected by: Improper Handling of Unicode Encoding (with an incorrect netloc) during NFKC normalization. The impact is: Information disclosure (credentials, cookies, etc. that are cached against a given hostname). The components are: urllib.parse.urlsplit, urllib.parse.urlparse. The attack vector is: A specially crafted URL could be incorrectly parsed to locate cookies or authentication data and send that information to a different host than when parsed correctly.",
localhost,Ubuntu-bionic,CVE-2019-9740,46,image,medium,"python2.7 (used in libpython2.7, libpython2.7-stdlib, python2.7-minimal, libpython2.7-minimal, python2.7-dev, libpython2.7-dev, python2.7)",2.7.15~rc1-1ubuntu0.1,,6.10,needed,"An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.2. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \\r\\n followed by an HTTP header or a Redis command.",
localhost,Ubuntu-bionic,CVE-2019-9947,46,image,medium,"python2.7 (used in libpython2.7, libpython2.7-stdlib, python2.7-minimal, libpython2.7-minimal, python2.7-dev, libpython2.7-dev, python2.7)",2.7.15~rc1-1ubuntu0.1,,6.10,needed,"An issue was discovered in urllib2 in Python 2.x through 2.7.16 and urllib in Python 3.x through 3.7.2. CRLF injection is possible if the attacker controls a url parameter, as demonstrated by the first argument to urllib.request.urlopen with \\r\\n (specifically in the query string or PATH_INFO) followed by an HTTP header or a Redis command. This is similar to CVE-2019-9740.",
localhost,Ubuntu-bionic,CVE-2019-9948,46,image,medium,"python2.7 (used in libpython2.7, libpython2.7-stdlib, python2.7-minimal, libpython2.7-minimal, python2.7-dev, libpython2.7-dev, python2.7)",2.7.15~rc1-1ubuntu0.1,,9.10,needed,"urllib in Python 2.x through 2.7.16 supports the local_file: scheme, which makes it easier for remote attackers to bypass protection mechanisms that blacklist file: URIs, as demonstrated by triggering a urllib.urlopen(\'local_file:///etc/passwd\') call.",
localhost,Ubuntu-bionic,CVE-2018-10360,46,image,low,"file (used in libmagic1, file)",1:5.25-2ubuntu1.1,,6.50,fixed in 1:5.32-2ubuntu0.1,The do_core_note function in readelf.c in libmagic.a in file 5.33 allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a crafted ELF file.,
localhost,Ubuntu-bionic,CVE-2019-8905,46,image,low,"file (used in libmagic1, file)",1:5.25-2ubuntu1.1,,8.80,fixed in 1:5.32-2ubuntu0.2,"do_core_note in readelf.c in libmagic.a in file 5.35 has a stack-based buffer over-read, related to file_printable, a different vulnerability than CVE-2018-10360.",
localhost,Ubuntu-bionic,CVE-2019-8906,46,image,medium,"file (used in libmagic1, file)",1:5.25-2ubuntu1.1,,8.80,fixed in 1:5.32-2ubuntu0.2,do_core_note in readelf.c in libmagic.a in file 5.35 has an out-of-bounds read because memcpy is misused.,
localhost,Ubuntu-bionic,CVE-2019-8907,46,image,medium,"file (used in libmagic1, file)",1:5.25-2ubuntu1.1,,8.80,fixed in 1:5.32-2ubuntu0.2,do_core_note in readelf.c in libmagic.a in file 5.35 allows remote attackers to cause a denial of service (stack corruption and application crash) or possibly have unspecified other impact.,
localhost,Ubuntu-bionic,CVE-2017-15710,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,7.50,fixed in 2.4.29-1ubuntu4.1,"In Apache httpd 2.0.23 to 2.0.65, 2.2.0 to 2.2.34, and 2.4.0 to 2.4.29, mod_authnz_ldap, if configured with AuthLDAPCharsetConfig, uses the Accept-Language header value to lookup the right charset encoding when verifying the user\'s credentials. If the header value is not present in the charset conversion table, a fallback mechanism is used to truncate it to a two characters value to allow a quick retry (for example, \'en-US\' is truncated to \'en\'). A header value of less than two characters forces an out of bound write of one NUL byte to a memory location that is not part of the string. In the worst case, quite unlikely, the process would crash which could be used as a Denial of Service attack. In the more likely case, this memory is already reserved for future use and the issue has no effect at all.",
localhost,Ubuntu-bionic,CVE-2017-15715,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,8.10,fixed in 2.4.29-1ubuntu4.1,"In Apache httpd 2.4.0 to 2.4.29, the expression specified in <FilesMatch> could match \'$\' to a newline character in a malicious filename, rather than matching only the end of the filename. This could be exploited in environments where uploads of some files are are externally blocked, but only by matching the trailing portion of the filename.",
localhost,Ubuntu-bionic,CVE-2018-11763,46,image,medium,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,5.90,fixed in 2.4.29-1ubuntu4.4,"In Apache HTTP Server 2.4.17 to 2.4.34, by sending continuous, large SETTINGS frames a client can occupy a connection, server thread and CPU time without any connection timeout coming to effect. This affects only HTTP/2 connections. A possible mitigation is to not enable the h2 protocol.",
localhost,Ubuntu-bionic,CVE-2018-1283,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,5.30,fixed in 2.4.29-1ubuntu4.1,"In Apache httpd 2.4.0 to 2.4.29, when mod_session is configured to forward its session data to CGI applications (SessionEnv on, not the default), a remote user may influence their content by using a \""Session\"" header. This comes from the \""HTTP_SESSION\"" variable name used by mod_session to forward its data to CGIs, since the prefix \""HTTP_\"" is also used by the Apache HTTP Server to pass HTTP header fields, per CGI specifications.",
localhost,Ubuntu-bionic,CVE-2018-1301,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,5.90,fixed in 2.4.29-1ubuntu4.1,"A specially crafted request could have crashed the Apache HTTP Server prior to version 2.4.30, due to an out of bound access after a size limit is reached by reading the HTTP header. This vulnerability is considered very hard if not impossible to trigger in non-debug mode (both log and build level), so it is classified as low risk for common server usage.",
localhost,Ubuntu-bionic,CVE-2018-1302,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,5.90,fixed in 2.4.29-1ubuntu4.4,"When an HTTP/2 stream was destroyed after being handled, the Apache HTTP Server prior to version 2.4.30 could have written a NULL pointer potentially to an already freed memory. The memory pools maintained by the server make this vulnerability hard to trigger in usual configurations, the reporter and the team could not reproduce it outside debug builds, so it is classified as low risk.",
localhost,Ubuntu-bionic,CVE-2018-1303,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,7.50,fixed in 2.4.29-1ubuntu4.1,"A specially crafted HTTP request header could have crashed the Apache HTTP Server prior to version 2.4.30 due to an out of bound read while preparing data to be cached in shared memory. It could be used as a Denial of Service attack against users of mod_cache_socache. The vulnerability is considered as low risk since mod_cache_socache is not widely used, mod_cache_disk is not concerned by this vulnerability.",
localhost,Ubuntu-bionic,CVE-2018-1312,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,9.80,fixed in 2.4.29-1ubuntu4.1,"In Apache httpd 2.2.0 to 2.4.29, when generating an HTTP Digest authentication challenge, the nonce sent to prevent reply attacks was not correctly generated using a pseudo-random seed. In a cluster of servers using a common Digest authentication configuration, HTTP requests could be replayed across servers by an attacker without detection.",
localhost,Ubuntu-bionic,CVE-2018-1333,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,7.50,fixed in 2.4.29-1ubuntu4.4,"By specially crafting HTTP/2 requests, workers would be allocated 60 seconds longer than necessary, leading to worker exhaustion and a denial of service. Fixed in Apache HTTP Server 2.4.34 (Affected 2.4.18-2.4.30,2.4.33).",
localhost,Ubuntu-bionic,CVE-2018-17189,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,5.30,fixed in 2.4.29-1ubuntu4.6,"In Apache HTTP server versions 2.4.37 and prior, by sending request bodies in a slow loris way to plain resources, the h2 stream for that request unnecessarily occupied a server thread cleaning up that incoming data. This affects only HTTP/2 (mod_http2) connections.",
localhost,Ubuntu-bionic,CVE-2018-17199,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,7.50,fixed in 2.4.29-1ubuntu4.6,"In Apache HTTP Server 2.4 release 2.4.37 and prior, mod_session checks the session expiry time before decoding the session. This causes session expiry time to be ignored for mod_session_cookie sessions since the expiry time is loaded when the session is decoded.",
localhost,Ubuntu-bionic,CVE-2019-0196,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,0.00,fixed in 2.4.29-1ubuntu4.6,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
localhost,Ubuntu-bionic,CVE-2019-0197,46,image,low,"apache2 (used in apache2-data, apache2-bin, apache2)",2.4.18-2ubuntu3.9,,0.00,needed,"<div class=\""field field-name-field-cve-details-text field-type-text-long field-label-hidden \"">",
