Registry,Repository,Tag,Id,Distro,Hostname,Layer,CVE ID,Compliance ID,Type,Severity,Package Name,Package Version,Package License,CVSS,Vendor Status,Risk Factors,Description,Cause,Containers,Custom Labels
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-16829,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The _bfd_elf_parse_gnu_properties function in elf-properties.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.29.1, does not prevent negative pointers, which allows remote attackers to cause a denial of service (out-of-bounds read and application crash) or possibly have unspecified other impact via a crafted ELF file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-16830,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The print_gnu_property_note function in readelf.c in GNU Binutils 2.29.1 does not have integer-overflow protection on 32-bit platforms, which allows remote attackers to cause a denial of service (segmentation violation and application crash) or possibly have unspecified other impact via a crafted ELF file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-16831,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","coffgen.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.29.1, does not validate the symbol count, which allows remote attackers to cause a denial of service (integer overflow and application crash, or excessive memory allocation) or possibly have unspecified other impact via a crafted PE file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-16832,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The pe_bfd_read_buildid function in peicode.h in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.29.1, does not validate size and offset values in the data dictionary, which allows remote attackers to cause a denial of service (segmentation violation and application crash) or possibly have unspecified other impact via a crafted PE file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-17080,46,OS,low,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS","elf.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.29.1, does not validate sizes of core notes, which allows remote attackers to cause a denial of service (bfd_getl32 heap-based buffer over-read and application crash) via a crafted object file, related to elfcore_grok_netbsd_procinfo, elfcore_grok_openbsd_procinfo, and elfcore_grok_nto_status.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-17121,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.29.1, allows remote attackers to cause a denial of service (memory access violation) or possibly have unspecified other impact via a COFF binary in which a relocation refers to a location after the end of the to-be-relocated section.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-17122,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The dump_relocs_in_section function in objdump.c in GNU Binutils 2.29.1 does not check for reloc count integer overflows, which allows remote attackers to cause a denial of service (excessive memory allocation, or heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted PE file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-17123,46,OS,low,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS","The coff_slurp_reloc_table function in coffcode.h in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.29.1, allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted COFF based file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-17124,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The _bfd_coff_read_string_table function in coffgen.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.29.1, does not properly validate the size of the external string table, which allows remote attackers to cause a denial of service (excessive memory consumption, or heap-based buffer overflow and application crash) or possibly have unspecified other impact via a crafted COFF binary.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-17125,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","nm.c and objdump.c in GNU Binutils 2.29.1 mishandle certain global symbols, which allows remote attackers to cause a denial of service (_bfd_elf_get_symbol_version_string buffer over-read and application crash) or possibly have unspecified other impact via a crafted ELF file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-17126,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS",The load_debug_section function in readelf.c in GNU Binutils 2.29.1 allows remote attackers to cause a denial of service (invalid memory access and application crash) or possibly have unspecified other impact via an ELF file that lacks section headers.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9038,46,OS,low,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS","GNU Binutils 2.28 allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted ELF file, related to the byte_get_little_endian function in elfcomm.c, the get_unwind_section_word function in readelf.c, and ARM unwind information that contains invalid word offsets.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9039,46,OS,low,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS","GNU Binutils 2.28 allows remote attackers to cause a denial of service (memory consumption) via a crafted ELF file with many program headers, related to the get_program_headers function in readelf.c.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9040,46,OS,low,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS","GNU Binutils 2017-04-03 allows remote attackers to cause a denial of service (NULL pointer dereference and application crash), related to the process_mips_specific function in readelf.c, via a crafted ELF file that triggers a large memory-allocation attempt.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9041,46,OS,low,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS","GNU Binutils 2.28 allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted ELF file, related to MIPS GOT mishandling in the process_mips_specific function in readelf.c.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9042,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","readelf.c in GNU Binutils 2017-04-12 has a \""cannot be represented in type long\"" issue, which might allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted ELF file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9043,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","readelf.c in GNU Binutils 2017-04-12 has a \""shift exponent too large for type unsigned long\"" issue, which might allow remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact via a crafted ELF file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9044,46,OS,low,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS",The print_symbol_for_build_attribute function in readelf.c in GNU Binutils 2017-04-12 allows remote attackers to cause a denial of service (invalid read and SEGV) via a crafted ELF file.,,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9742,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Exploit exists","The score_opcodes function in opcodes/score7-dis.c in GNU Binutils 2.28 allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9743,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The print_insn_score32 function in opcodes/score7-dis.c:552 in GNU Binutils 2.28 allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9744,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The sh_elf_set_mach_from_flags function in bfd/elf32-sh.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9745,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The _bfd_vms_slurp_etir function in bfd/vms-alpha.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9746,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Exploit exists","The disassemble_bytes function in objdump.c in GNU Binutils 2.28 allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of rae insns printing for this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9747,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Exploit exists","The ieee_archive_p function in bfd/ieee.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, might allow remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution. NOTE: this may be related to a compiler bug.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9748,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Exploit exists","The ieee_object_p function in bfd/ieee.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, might allow remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution. NOTE: this may be related to a compiler bug.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9749,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Exploit exists","The *regs* macros in opcodes/bfin-dis.c in GNU Binutils 2.28 allow remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9750,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Exploit exists","opcodes/rx-decode.opc in GNU Binutils 2.28 lacks bounds checks for certain scale arrays, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9751,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","opcodes/rl78-decode.opc in GNU Binutils 2.28 has an unbounded GETBYTE macro, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9752,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","bfd/vms-alpha.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file in the _bfd_vms_get_value and _bfd_vms_slurp_etir functions during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9753,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The versados_mkobject function in bfd/versados.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, does not initialize a certain data structure, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9754,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","The process_otr function in bfd/versados.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, does not validate a certain offset, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9755,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS","opcodes/i386-dis.c in GNU Binutils 2.28 does not consider the number of registers for bnd mode, which allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9756,46,OS,low,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Exploit exists","The aarch64_ext_ldst_reglist function in opcodes/aarch64-dis.c in GNU Binutils 2.28 allows remote attackers to cause a denial of service (buffer overflow and application crash) or possibly have unspecified other impact via a crafted binary file, as demonstrated by mishandling of this file during \""objdump -D\"" execution.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9954,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity","The getvalue function in tekhex.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, allows remote attackers to cause a denial of service (stack-based buffer over-read and application crash) via a crafted tekhex file, as demonstrated by mishandling within the nm program.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2017-9955,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity","The get_build_id function in opncls.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.28, allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted file in which a certain size field is larger than a corresponding data field, as demonstrated by mishandling within the objdump program.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-10372,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","process_cu_tu_index in dwarf.c in GNU Binutils 2.30 allows remote attackers to cause a denial of service (heap-based buffer over-read and application crash) via a crafted binary file, as demonstrated by readelf.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-10373,46,OS,medium,binutils,2.28-5,GPL,6.50,open,"Attack complexity: low, Attack vector: network, DoS, Medium severity, Recent vulnerability","concat_filename in dwarf2.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted binary file, as demonstrated by nm-new.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-10534,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, Medium severity, Recent vulnerability","The _bfd_XX_bfd_copy_private_bfd_data_common function in peXXigen.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, processes a negative Data Directory size with an unbounded loop that increases the value of (external_IMAGE_DEBUG_DIRECTORY) *edd so that the address exceeds its own memory region, resulting in an out-of-bounds memory write, as demonstrated by objcopy copying private info with _bfd_pex64_bfd_copy_private_bfd_data_common in pex64igen.c.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-10535,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","The ignore_section_sym function in elf.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, does not validate the output_section pointer in the case of a symtab entry with a \""SECTION\"" type that has a \""0\"" value, which allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via a crafted file, as demonstrated by objcopy.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-6323,46,OS,medium,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Exploit exists, Medium severity, Recent vulnerability","The elf_object_p function in elfcode.h in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.29.1, has an unsigned integer overflow because bfd_size_type multiplication is not used. A crafted ELF file allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-6543,46,OS,medium,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","In GNU Binutils 2.30, there\'s an integer overflow in the function load_specific_debug_section() in objdump.c, which results in `malloc()` with 0 size. A crafted ELF file allows remote attackers to cause a denial of service (application crash) or possibly have unspecified other impact.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-6759,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","The bfd_get_debug_link_info_1 function in opncls.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, has an unchecked strnlen operation. Remote attackers could leverage this vulnerability to cause a denial of service (segmentation fault) via a crafted ELF file.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-6872,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","The elf_parse_notes function in elf.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (out-of-bounds read and segmentation violation) via a note with a large alignment.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-7208,46,OS,medium,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","In the coff_pointerize_aux function in coffgen.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, an index is not validated, which allows remote attackers to cause a denial of service (segmentation fault) or possibly have unspecified other impact via a crafted file, as demonstrated by objcopy of a COFF object.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-7568,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","The parse_die function in dwarf1.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (integer overflow and application crash) via an ELF file with corrupt dwarf1 debug information, as demonstrated by nm.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-7569,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","dwarf2.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (integer underflow or overflow, and application crash) via an ELF file with a corrupt DWARF FORM block, as demonstrated by nm.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-7570,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","The assign_file_positions_for_non_load_sections function in elf.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (NULL pointer dereference and application crash) via an ELF file with a RELRO segment that lacks a matching LOAD segment, as demonstrated by objcopy.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-7642,46,OS,medium,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","The swap_std_reloc_in function in aoutx.h in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (aout_32_swap_std_reloc_out NULL pointer dereference and application crash) via a crafted ELF file, as demonstrated by objcopy.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-7643,46,OS,medium,binutils,2.28-5,GPL,7.80,open,"Attack complexity: low, DoS, Medium severity, Recent vulnerability","The display_debug_ranges function in dwarf.c in GNU Binutils 2.30 allows remote attackers to cause a denial of service (integer overflow and application crash) or possibly have unspecified other impact via a crafted ELF file, as demonstrated by objdump.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-8945,46,OS,low,binutils,2.28-5,GPL,5.50,open,"Attack complexity: low, DoS, Recent vulnerability","The bfd_section_from_shdr function in elf.c in the Binary File Descriptor (BFD) library (aka libbfd), as distributed in GNU Binutils 2.30, allows remote attackers to cause a denial of service (segmentation fault) via a large attribute section.",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2018-20482,46,OS,low,tar,1.29b-1.1,GPL-3,4.70,open,"DoS, Recent vulnerability","GNU Tar through 1.30, when --sparse is used, mishandles file shrinkage during read access, which allows local users to cause a denial of service (infinite read loop in sparse_dump_region in sparse.c) by modifying a file that is supposed to be archived by a different user\'s process (e.g., a system backup running as root).",,1,
,codedx/codedx-tomcat,v3.7.0,sha256:9dd49667ed4a25d6f990730a2e6e38d1806e925ffd0c2c1495e8d1fe6acbd624,debian-stretch,localhost,,CVE-2016-9318,46,OS,medium,libxml2,2.9.4+dfsg1-2.2+deb9u2,,7.80,open,"Attack complexity: low, Medium severity","libxml2 2.9.4 and earlier, as used in XMLSec 1.2.23 and earlier and other products, does not offer a flag directly indicating that the current document may be read but other files may not be opened, which makes it easier for remote attackers to conduct XML External Entity (XXE) attacks via a crafted document.",,1,
